抽せん日,本数字,ボーナス数字,回別,1等口数,1等当選金額,2等口数,2等当選金額,3等口数,3等当選金額,4等口数,4等当選金額,5等口数,5等当選金額,6等口数,6等当選金額,キャリーオーバー
2024-04-05,12 15 17 22 30 34 35,05 09,第569回,該当なし,該当なし,10口,"7,651,000円",125口,"856,900円","5,759口","10,900円","99,219口","1,500円","194,120口",900円,"1,236,414,000円"
2024-04-12,01 03 09 12 25 26 35,29 31,第570回,2口,"869,044,700円",10口,"8,201,300円",271口,"423,600円","7,496口","8,900円","116,111口","1,400円","190,659口","1,000円",0円
2024-04-19,13 26 27 29 30 34 37,02 23,第571回,該当なし,該当なし,4口,"14,767,000円",90口,"918,800円","4,415口","10,900円","75,152口","1,500円","122,724口","1,200円","355,631,760円"
2024-04-26,01 02 04 19 21 26 28,03 25,第572回,該当なし,該当なし,2口,"34,481,400円",99口,"975,200円","5,026口","11,200円","89,528口","1,500円","156,133口","1,100円","768,241,650円"
2024-05-03,11 12 18 19 23 26 31,15 25,第573回,該当なし,該当なし,5口,"14,263,100円",145口,"688,500円","6,395口","9,100円","100,437口","1,400円","172,979口","1,000円","1,197,840,385円"
2024-05-10,04 05 13 16 22 23 35,36 37,第574回,該当なし,該当なし,14口,"5,613,800円",143口,"769,400円","6,932口","9,300円","109,148口","1,400円","176,949口","1,100円","1,669,082,515円"
2024-05-17,02 12 18 20 25 28 30,09 23,第575回,該当なし,該当なし,13口,"6,423,800円",115口,"1,016,600円","6,351口","10,800円","106,422口","1,500円","195,726口","1,000円","2,183,545,155円"
2024-05-24,11 13 14 18 19 23 31,07 27,第576回,該当なし,該当なし,12口,"7,195,900円",135口,"895,400円","7,859口","9,000円","120,892口","1,400円","228,683口",900円,"2,708,086,840円"
2024-05-31,11 13 19 25 29 36 37,18 30,第577回,1口,"1,000,000,000円",9口,"10,372,100円",170口,"768,700円","7,663口","10,000円","125,128口","1,500円","223,594口","1,000円","2,269,144,745円"
2024-06-07,02 15 19 20 22 31 36,13 23,第578回,該当なし,該当なし,13口,"6,769,900円",149口,"826,900円","6,696口","10,700円","107,198口","1,600円","202,202口","1,000円","2,812,746,370円"
2024-06-14,07 19 23 33 34 35 36,05 10,第579回,1口,"1,000,000,000円",11口,"8,436,500円",135口,"962,300円","7,206口","10,500円","123,035口","1,500円","201,669口","1,100円","2,373,524,405円"
2024-06-21,04 13 14 15 17 27 33,02 11,第580回,該当なし,該当なし,9口,"9,826,200円",156口,"793,600円","7,544口","9,600円","125,163口","1,400円","210,700口","1,000円","2,908,940,140円"
2024-06-28,03 08 10 15 18 23 37,17 24,第581回,2口,"1,000,000,000円",12口,"7,743,100円",226口,"575,500円","8,914口","8,500円","138,044口","1,300円","238,776口",900円,"1,482,952,630円"
2024-07-05,05 07 22 29 30 32 36,03 33,第582回,1口,"1,000,000,000円",8口,"10,538,700円",133口,"887,400円","6,835口","10,100円","113,226口","1,500円","193,754口","1,000円","997,731,440円"
2024-07-12,01 05 08 09 20 30 37,11 26,第583回,該当なし,該当なし,8口,"9,744,000円",151口,"722,700円","6,683口","9,500円","105,944口","1,400円","191,744口","1,000円","1,470,132,865円"
2024-07-19,10 11 12 17 23 30 36,20 21,第584回,該当なし,該当なし,13口,"6,183,900円",155口,"726,100円","7,946口","8,300円","118,488口","1,300円","180,140口","1,100円","1,955,353,800円"
2024-07-26,06 11 13 14 16 27 34,12 25,第585回,1口,"1,000,000,000円",7口,"11,717,100円",125口,"918,600円","7,130口","9,400円","114,634口","1,400円","192,783口","1,000円","1,456,719,310円"
2024-08-02,01 02 04 14 15 22 23,13 36,第586回,1口,"1,000,000,000円",13口,"6,435,200円",145口,"807,700円","7,369口","9,300円","115,199口","1,400円","198,040口","1,000円","968,941,030円"
2024-08-09,15 18 21 22 23 25 32,01 30,第587回,1口,"1,000,000,000円",6口,"12,684,600円",96口,"1,109,800円","5,667口","11,000円","97,589口","1,500円","158,922口","1,100円","440,637,795円"
2024-08-16,03 05 09 13 15 21 31,12 17,第588回,1口,"866,631,700円",7口,"10,000,200円",162口,"604,900円","8,288口","6,900円","112,218口","1,200円","187,524口",900円,0円
2024-08-23,01 06 08 09 14 29 33,05 23,第589回,該当なし,該当なし,6口,"9,836,500円",108口,"765,000円","5,366口","9,000円","87,189口","1,300円","151,319口",900円,"365,379,630円"
2024-08-30,01 03 09 10 15 25 35,19 28,第590回,1口,"775,029,900円",9口,"7,570,500円",139口,"686,200円","6,431口","8,700円","98,541口","1,400円","162,083口","1,000円",0円
2024-09-06,04 07 08 11 21 23 35,10 24,第591回,1口,"363,216,400円",5口,"11,968,400円",159口,"526,900円","6,292口","7,800円","95,260口","1,200円","162,045口",900円,0円
2024-09-13,03 08 11 15 19 24 32,14 30,第592回,4口,"87,523,300円",5口,"11,570,100円",246口,"329,200円","7,760口","6,100円","95,465口","1,200円","138,086口","1,000円",0円
2024-09-20,03 08 09 14 15 22 32,01 12,第593回,2口,"170,952,500円",12口,"4,721,900円",156口,"508,500円","6,549口","7,100円","93,941口","1,200円","150,668口",900円,0円
2024-09-27,05 12 21 25 27 34 36,10 32,第594回,該当なし,該当なし,4口,"14,140,200円",98口,"808,000円","4,775口","9,700円","75,500口","1,500円","122,949口","1,100円","340,766,705円"
2024-10-04,14 15 16 19 25 28 33,06 29,第595回,2口,"366,536,500円",5口,"13,147,500円",102口,"902,200円","4,906口","11,000円","83,017口","1,600円","145,095口","1,100円",0円
2024-10-11,01 09 16 19 23 29 32,05 37,第596回,1口,"348,533,900円",16口,"3,568,100円",102口,"783,500円","5,176口","9,000円","79,044口","1,400円","135,746口","1,000円",0円
2024-10-18,02 04 14 15 22 27 34,01 05,第597回,1口,"340,034,100円",11口,"5,127,300円",129口,"612,000円","5,777口","8,000円","82,197口","1,300円","127,887口","1,100円",0円
2024-10-25,01 04 07 11 12 18 26,03 33,第598回,該当なし,該当なし,19口,"2,948,300円",193口,"406,300円","7,561口","6,000円","99,897口","1,100円","159,869口",800円,"346,336,115円"
2024-11-01,04 07 16 19 26 31 33,25 29,第599回,該当なし,該当なし,10口,"6,748,600円",142口,"665,300円","5,733口","9,600円","90,065口","1,500円","156,943口","1,000円","757,610,605円"
2024-11-08,01 02 12 16 19 29 32,09 37,第600回,2口,"605,878,500円",9口,"8,344,100円",136口,"773,000円","6,639口","9,200円","100,210口","1,500円","178,341口","1,000円",0円
2024-11-15,04 08 18 20 29 35 37,19 34,第601回,該当なし,該当なし,8口,"7,034,100円",103口,"764,800円","4,495口","10,200円","69,638口","1,600円","121,322口","1,100円","341,623,880円"
2024-11-22,07 15 18 24 29 31 34,05 25,第602回,1口,"748,847,700円",14口,"4,787,500円",129口,"727,400円","6,357口","8,600円","95,864口","1,400円","157,071口","1,000円",0円
2024-11-29,04 09 10 23 28 30 34,18 31,第603回,該当なし,該当なし,4口,"14,144,500円",89口,"889,900円","5,200口","8,900円","81,984口","1,400円","132,165口","1,000円","342,553,405円"
2024-12-06,04 06 09 12 25 31 36,27 30,第604回,1口,"752,223,400円",10口,"6,838,400円",156口,"613,600円","6,826口","8,200円","102,518口","1,300円","169,531口","1,000円",0円
2024-12-13,02 08 15 26 28 31 32,19 24,第605回,2口,"178,072,800円",868口,"66,200円",132口,"609,900円","5,516口","8,500円","81,272口","1,400円","143,908口",900円,0円
2024-12-20,09 17 18 20 22 27 36,25 37,第606回,該当なし,該当なし,2口,"28,280,000円",89口,"889,600円","4,737口","9,800円","75,921口","1,500円","123,899口","1,100円","338,982,680円"
2024-12-27,12 14 20 27 31 34 37,19 21,第607回,該当なし,該当なし,7口,"10,960,200円",115口,"933,900円","5,671口","11,100円","91,878口","1,600円","165,827口","1,100円","808,753,825円"
2025-01-10,07 10 11 18 20 29 30,32 36,第608回,該当なし,該当なし,10口,"8,639,800円",200口,"604,700円","8,848口","8,000円","132,329口","1,300円","194,301口","1,100円","1,323,081,880円"
2025-01-17,04 11 12 23 26 32 37,01 09,第609回,該当なし,該当なし,12口,"6,953,000円",156口,"748,700円","7,808口","8,700円","118,584口","1,400円","210,772口",900円,"1,837,033,120円"
2025-01-24,01 08 09 23 24 31 36,21 28,第610回,2口,"1,000,000,000円",13口,"6,931,800円",172口,"733,400円","9,091口","8,100円","138,054口","1,300円","216,296口","1,000円","380,263,390円"
2025-01-31,07 08 11 18 20 30 34,05 14,第611回,1口,"805,690,900円",7口,"9,981,300円",151口,"647,700円","6,885口","8,300円","103,668口","1,300円","167,800口","1,000円",0円
2025-02-07,05 13 16 23 27 31 34,26 33,第612回,1口,"357,391,600円",3口,"19,408,300円",137口,"594,900円","5,619口","8,500円","79,216口","1,400円","125,666口","1,100円",0円
2025-02-14,03 05 06 10 19 21 35,13 27,第613回,1口,"453,102,600円",12口,"4,477,900円",233口,"265,600円","7,688口","4,800円","98,001口","1,200円","154,525口","1,000円",0円
2025-02-21,14 21 22 23 24 28 34,05 37,第614回,2口,"207,555,000円",6口,"8,222,100円",78口,"728,500円","4,122口","8,300円","71,114口","1,600円","124,158口","1,100円",0円
2025-02-28,04 11 21 26 27 28 33,10 13,第615回,該当なし,該当なし,5口,"9,904,300円",100口,"570,400円","5,119口","6,700円","83,956口","1,300円","150,454口",900円,"423,508,450円"
2025-03-07,07 15 20 28 29 34 36,01 35,第616回,該当なし,該当なし,5口,"11,794,900円",127口,"534,900円","6,128口","6,700円","96,876口","1,400円","154,738口","1,100円","913,032,910円"
2025-03-14,02 06 10 12 25 28 35,27 31,第617回,1口,"1,200,000,000円",15口,"4,639,700円",186口,"431,000円","7,781口","6,200円","121,794口","1,300円","194,794口","1,000円","298,721,810円"
2025-03-21,07 17 20 23 24 34 36,25 35,第618回,該当なし,該当なし,5口,"11,191,500円",105口,"613,800円","5,328口","7,300円","89,467口","1,400円","144,750口","1,100円","768,982,020円"
2025-03-28,08 09 18 20 27 29 32,07 12,第619回,該当なし,該当なし,15口,"4,182,400円",151口,"478,500円","7,190口","6,000円","110,787口","1,300円","190,055口",900円,"1,300,543,185円"
2025-04-04,02 04 08 10 12 29 32,06 13,第620回,1口,"1,200,000,000円",11口,"6,287,200円",160口,"497,900円","8,655口","5,500円","128,170口","1,200円","204,580口",900円,"695,876,615円"
2025-04-11,01 02 12 13 14 30 36,09 24,第621回,該当なし,該当なし,7口,"8,715,900円",87口,"807,800円","5,161口","8,200円","88,530口","1,600円","175,012口","1,000円","1,202,205,675円"
2025-04-18,01 10 28 29 30 33 34,21 27,第622回,該当なし,該当なし,9口,"7,569,700円",113口,"694,400円","5,777口","8,200円","95,242口","1,600円","170,185口","1,100円","1,781,479,320円"
2025-04-25,09 12 22 26 28 31 37,07 30,第623回,1口,"1,200,000,000円",6口,"12,275,400円",139口,"610,300円","7,435口","6,900円","124,781口","1,300円","213,674口","1,000円","1,198,885,675円"
2025-05-02,02 14 15 26 27 34 36,09 24,第624回,2口,"895,860,400円",11口,"6,319,400円",206口,"388,700円","8,146口","5,900円","116,297口","1,400円","202,429口",900円,0円
2025-05-09,03 10 12 18 19 24 32,04 15,第625回,1口,"420,020,500円",3口,"16,607,600円",121口,"474,300円","6,004口","5,700円","89,063口","1,300円","151,776口",900円,0円
2025-05-16,01 03 07 12 17 32 34,14 30,第626回,該当なし,該当なし,7口,"6,952,100円",84口,"667,300円","4,690口","7,200円","81,366口","1,400円","131,630口","1,000円","410,892,875円"
2025-05-23,09 15 21 30 33 34 37,10 35,第627回,1口,"888,183,900円",8口,"7,147,700円",101口,"652,100円","5,683口","7,000円","94,832口","1,400円","146,514口","1,100円",0円
2025-05-30,01 08 09 11 18 27 35,16 34,第628回,2口,"201,318,100円",7口,"6,747,800円",140口,"388,600円","6,457口","5,100円","92,719口","1,100円","132,363口","1,000円",0円
2025-06-06,02 07 09 21 23 24 30,22 29,第629回,該当なし,該当なし,9口,"5,342,800円",104口,"532,500円","5,225口","6,400円","82,104口","1,300円","131,737口","1,000円","410,077,305円"
2025-06-13,04 06 08 23 28 29 34,10 19,第630回,1口,"905,253,400円",9口,"6,358,900円",140口,"470,800円","7,287口","5,400円","107,292口","1,200円","185,524口",800円,0円
2025-06-20,02 03 06 17 33 35 36,25 37,第631回,1口,"413,009,000円",4口,"12,141,400円",70口,"799,100円","4,436口","7,600円","74,782口","1,500円","129,900口","1,000円",0円
2025-06-27,05 07 10 11 29 31 37,13 25,第632回,該当なし,該当なし,7口,"6,766,500円",146口,"373,700円","6,019口","5,400円","89,869口","1,200円","148,895口",900円,"397,424,060円"
2025-07-04,02 05 10 17 21 31 36,20 32,第633回,該当なし,該当なし,4口,"14,565,500円",142口,"472,600円","5,822口","6,900円","89,128口","1,500円","140,583口","1,200円","881,176,280円"
2025-07-11,02 12 18 29 32 36 37,05 21,第634回,該当なし,該当なし,6口,"10,841,100円",116口,"645,900円","6,526口","6,900円","104,526口","1,400円","175,692口","1,000円","1,436,653,640円"
2025-07-18,10 12 20 29 30 31 34,04 15,第635回,2口,"1,016,445,900円",13口,"5,308,300円",189口,"420,500円","7,786口","6,100円","116,052口","1,300円","204,601口",900円,0円
2025-07-25,10 14 17 20 26 27 29,03 11,第636回,1口,"414,014,200円",10口,"4,889,100円",84口,"670,400円","3,976口","8,500円","67,850口","1,600円","137,041口","1,000円",0円
2025-08-01,01 04 07 08 09 20 21,11 30,第637回,該当なし,該当なし,16口,"2,992,100円",175口,"315,100円","7,431口","4,400円","96,563口","1,100円","168,633口",800円,"405,166,445円"
2025-08-08,01 06 18 19 35 36 37,11 24,第638回,1口,"898,476,500円",2口,"29,043,000円",114口,"586,900円","5,562口","7,200円","85,604口","1,500円","162,053口","1,000円",0円
2025-08-15,05 09 12 15 30 31 34,13 29,第639回,2口,"196,037,800円",15口,"3,071,100円",136口,"390,100円","6,189口","5,100円","94,177口","1,100円","157,665口",800円,0円
2025-08-22,02 07 09 12 13 14 29,15 30,第640回,1口,"388,970,000円",6口,"7,697,600円",159口,"334,600円","6,510口","4,900円","94,465口","1,100円","144,732口",900円,0円
2025-08-29,01 03 07 23 24 33 36,17 30,第641回,1口,"405,020,100円",9口,"5,251,000円",123口,"442,500円","5,060口","6,500円","83,272口","1,300円","137,907口",900円,0円
2025-09-05,01 07 22 23 33 34 35,02 24,第642回,1口,"403,352,100円",13口,"3,588,800円",105口,"511,800円","4,866口","6,600円","73,462口","1,400円","123,377口","1,000円",0円
2025-09-12,01 05 15 16 18 27 34,19 22,第643回,1口,"406,203,200円",2口,"23,971,500円",96口,"575,200円","4,545口","7,300円","74,803口","1,500円","128,381口","1,000円",0円
2025-09-19,01 11 12 14 20 26 29,02 05,第644回,該当なし,該当なし,15口,"3,086,600円",83口,"642,500円","4,489口","7,200円","74,279口","1,400円","144,229口",900円,"390,550,165円"
2025-09-26,07 10 16 20 26 32 35,24 33,第645回,1口,"864,763,200円",10口,"5,561,700円",118口,"542,900円","4,637口","8,300円","77,692口","1,600円","137,997口","1,100円",0円
2025-10-03,05 12 13 15 18 35 37,11 29,第646回,該当なし,該当なし,3口,"15,584,300円",90口,"598,300円","4,224口","7,700円","71,409口","1,500円","133,259口","1,000円","390,192,400円"
2025-10-10,04 05 09 13 17 22 28,18 31,第647回,2口,"434,879,400円",15口,"3,781,000円",201口,"325,000円","7,877口","5,000円","109,520口","1,200円","171,116口",900円,0円
2025-10-17,03 17 19 24 28 29 35,07 13,第648回,該当なし,該当なし,5口,"9,219,600円",98口,"541,800円","4,824口","6,600円","76,143口","1,400円","144,616口",900円,"385,202,370円"
2025-10-24,12 22 23 26 33 35 37,02 21,第649回,該当なし,該当なし,6口,"9,344,500円",86口,"750,900円","4,994口","7,800円","82,690口","1,500円","142,180口","1,100円","861,008,665円"
2025-10-31,01 08 10 14 25 33 35,12 21,第650回,該当なし,該当なし,9口,"7,310,100円",131口,"578,500円","6,089口","7,500円","102,491口","1,500円","187,310口","1,000円","1,407,387,900円"
2025-11-07,02 13 19 20 24 26 35,29 36,第651回,2口,"1,002,473,400円",5口,"14,281,700円",169口,"486,700円","8,046口","6,100円","108,788口","1,500円","184,493口","1,100円",0円
2025-11-14,01 16 21 26 27 30 35,06 37,第652回,該当なし,該当なし,3口,"15,699,300円",61口,"889,300円","3,488口","9,400円","62,068口","1,700円","116,684口","1,100円","401,325,585円"
2025-11-21,06 07 12 25 26 30 33,13 15,第653回,2口,"443,721,800円",10口,"5,638,000円",150口,"432,900円","6,217口","6,300円","96,296口","1,300円","165,734口",900円,0円
2025-11-28,03 12 25 29 30 32 33,28 31,第654回,該当なし,該当なし,1口,"46,473,000円",78口,"686,300円","4,451口","7,200円","75,792口","1,400円","122,540口","1,100円","386,161,670円"
2025-12-05,04 05 12 13 24 26 33,03 14,第655回,該当なし,該当なし,11口,"5,065,500円",188口,"341,400円","7,853口","4,900円","111,582口","1,100円","165,047口",900円,"866,671,845円"
2025-12-12,01 04 06 20 30 34 37,14 25,第656回,該当なし,該当なし,8口,"8,137,600円",101口,"742,400円","5,376口","8,400円","88,924口","1,700円","163,715口","1,100円","1,413,567,000円"
2025-12-19,09 11 16 23 27 29 32,06 24,第657回,2口,"1,014,653,200円",16口,"4,631,900円",234口,"364,800円","9,448口","5,400円","132,636口","1,300円","211,905口","1,000円",0円
2025-12-26,10 12 16 18 19 22 37,11 20,第658回,該当なし,該当なし,5口,"11,109,000円",101口,"633,400円","4,749口","8,100円","81,174口","1,600円","142,116口","1,100円","463,117,105円"
2026-01-09,02 08 09 14 27 34 36,05 18,第659回,1口,"1,052,412,400円",12口,"5,802,800円",162口,"495,100円","8,394口","5,700円","124,990口","1,300円","208,850口",900円,0円
2026-01-16,04 06 12 13 16 17 31,14 20,第660回,該当なし,該当なし,4口,"12,451,900円",98口,"585,400円","4,635口","7,500円","81,348口","1,400円","123,996口","1,100円","421,366,875円"
2026-01-23,07 12 17 22 31 34 35,20 32,第661回,該当なし,該当なし,5口,"12,032,000円",125口,"554,300円","5,996口","7,000円","102,827口","1,300円","153,889口","1,100円","929,684,620円"
2026-01-30,04 14 15 21 22 24 37,05 20,第662回,該当なし,該当なし,5口,"13,637,200円",115口,"682,900円","5,940口","8,000円","103,770口","1,500円","171,054口","1,100円","1,505,420,275円"
2026-02-06,04 06 10 11 13 17 23,25 32,第663回,該当なし,該当なし,9口,"8,294,400円",193口,"445,500円","8,470口","6,100円","134,057口","1,300円","215,089口","1,000円","2,123,132,130円"
2026-02-13,03 06 08 14 21 22 31,17 37,第664回,1口,"1,200,000,000円",19口,"4,269,900円",168口,"556,200円","8,897口","6,300円","137,445口","1,300円","224,969口","1,000円","1,614,067,975円"
2026-02-20,06 08 14 19 22 25 35,12 17,第665回,該当なし,該当なし,9口,"8,099,800円",184口,"456,300円","7,883口","6,400円","119,040口","1,400円","214,440口",900円,"2,237,878,385円"
2026-02-27,02 17 18 22 23 25 33,16 34,第666回,該当なし,該当なし,5口,"15,876,200円",185口,"494,200円","8,046口","6,800円","130,221口","1,400円","214,363口","1,000円","2,912,341,960円"
2026-03-06,09 13 20 22 28 29 33,21 23,第667回,該当なし,該当なし,14口,"6,601,300円",189口,"563,200円","9,873口","6,500円","153,158口","1,400円","246,992口","1,000円","3,697,519,850円"
2026-03-13,01 08 11 14 18 22 29,19 35,第668回,1口,"1,200,000,000円",16口,"5,588,600円",234口,"440,100円","11,156口","5,500円","166,415口","1,200円","264,125口",900円,"3,266,950,045円"
2026-03-20,03 05 06 07 09 13 16,11 23,第669回,2口,"1,200,000,000円",22口,"3,778,000円",222口,"431,200円","10,209口","5,600円","148,325口","1,300円","263,260口",900円,"1,558,856,305円"
2026-03-27,03 04 09 10 18 21 37,15 23,第670回,該当なし,該当なし,16口,"4,620,300円",147口,"579,200円","7,911口","6,500円","125,711口","1,300円","217,487口",900円,"2,196,737,615円"
2026-04-03,07 13 16 22 28 33 36,02 25,第671回,2口,"1,200,000,000円",19口,"4,111,800円",263口,"342,100円","10,104口","5,300円","134,547口","1,300円","223,323口","1,000円","453,007,035円"
2026-04-10,07 11 15 16 17 24 33,06 09,第672回,1口,"987,027,000円",10口,"6,250,000円",126口,"571,300円","7,165口","6,000円","107,970口","1,300円","187,855口",900円,0円
2026-04-17,06 09 10 12 16 24 32,17 19,第673回,該当なし,該当なし,6口,"8,471,200円",116口,"504,700円","6,477口","5,400円","91,357口","1,300円","148,579口",900円,"433,409,850円"
2026-04-24,01 06 07 09 12 22 26,08 14,第674回,1口,"955,304,700円",19口,"3,189,700円",260口,"268,500円","10,138口","4,100円","130,525口","1,000円","206,937口",800円,0円
2026-05-01,05 08 16 18 24 28 31,06 23,第675回,2口,"211,322,100円",8口,"6,223,800円",154口,"372,400円","6,664口","5,200円","93,317口","1,200円","152,104口",900円,0円
2026-05-08,02 06 15 19 20 22 27,31 33,第676回,1口,"415,718,800円",15口,"3,265,400円",97口,"581,600円","5,220口","6,500円","78,478口","1,400円","135,179口","1,000円",0円
2026-05-15,05 06 07 08 15 17 19,01 33,第677回,1口,"408,725,600円",12口,"3,937,000円",134口,"406,100円","5,590口","5,900円","86,339口","1,200円","155,939口",800円,0円
2026-05-22,02 06 12 15 24 26 34,18 20,第678回,2口,"200,726,400円",10口,"4,734,500円",105口,"519,400円","5,013口","6,500円","81,377口","1,300円","131,661口","1,000円",0円
2026-05-29,06 08 09 18 22 24 35,04 20,第679回,2口,"200,790,300円",8口,"5,949,200円",145口,"378,000円","6,716口","4,900円","99,141口","1,100円","146,091口",900円,0円
2026-06-05,09 10 22 26 27 31 36,20 29,第680回,該当なし,該当なし,7口,"6,861,400円",65口,"851,100円","4,347口","7,700円","73,236口","1,500円","121,710口","1,100円","403,991,465円"
2026-06-12,01 10 12 13 19 33 35,14 37,第681回,1口,"910,082,500円",6口,"9,942,700円",94口,"731,000円","5,510口","7,500円","94,077口","1,400円","151,785口","1,100円",0円
2026-06-19,11 14 17 23 28 30 36,12 20,第682回,該当なし,該当なし,8口,"6,025,900円",123口,"451,400円","5,736口","5,800円","81,327口","1,300円","125,087口","1,100円","407,125,875円"
2026-06-26,11 21 22 25 28 29 36,08 32,第683回,2口,"447,577,600円",7口,"8,304,300円",96口,"697,500円","5,437口","7,400円","88,375口","1,500円","163,620口","1,000円",0円
2026-07-03,08 14 17 19 20 32 36,21 25,第684回,1口,"411,154,000円",8口,"6,146,900円",100口,"566,400円","4,616口","7,400円","71,534口","1,600円","125,163口","1,100円",0円
2026-07-10,01 05 16 20 21 22 31,23 36,第685回,1口,"395,865,900円",2口,"23,825,900円",77口,"712,800円","4,045口","8,200円","68,450口","1,600円","114,400口","1,200円",0円
2026-07-17,01 03 16 18 32 34 35,02 15,第686回,該当なし,該当なし,5口,"9,047,600円",67口,"777,700円","3,588口","8,800円","61,605口","1,700円","113,788口","1,100円","380,135,765円"
